Data,TEMP DO AR (º),TEMP MAX (ºC),TEMP MIN (ºC)
2023-10-31,2700,,2200
2023-10-30,2300,,1800
2023-10-30,2400,3100,
2023-10-29,2700,,2000
2023-10-29,2600,2800,
2023-10-28,2400,,2100
2023-10-28,2300,1700,
2023-10-27,2200,,1800
2023-10-27,2100,2500,
2023-10-26,2200,,2000
2023-10-26,2300,2600,
2023-10-25,2400,,2000
2023-10-24,2300,2700,
2023-10-23,2300,,2000
2023-10-23,2300,2400,
2023-10-22,2300,,1800
2023-10-22,2100,2400,
2023-10-21,2200,,1700
2023-10-21,2100,2200,
2023-10-20,2200,,2100
2023-10-20,2200,2300,
2023-10-19,2200,,1900
2023-10-19,2300,2800,
2023-10-18,2300,,1800
2023-10-18,2500,2800,
2023-10-17,2400,,2100
2023-10-17,2600,2800,
2023-10-16,2300,,1800
2023-10-15,2100,,1700
2023-10-15,2000,2300,
2023-10-14,2100,,1800
2023-10-14,2300,2800,
2023-10-13,2400,,1900
2023-10-13,2400,4100,
2023-10-12,2800,,1900
2023-10-11,2300,,1900
2023-10-11,2300,,1900
2023-10-11,2300,2500,
2023-10-10,2400,,2000
2023-10-09,2500,,1700
2023-10-09,2500,2900,
2023-10-08,2400,,2200
2023-10-08,2600,3400,
2023-10-07,2600,,2100
2023-10-06,2300,,1800
2023-10-06,2400,2500,
2023-10-04,2400,,1900
2023-10-04,2300,2100,
2023-10-03,2100,,2000
2023-10-03,2100,2400,
2023-10-02,2200,,1900
2023-10-02,2200,2400,
2023-10-01,2000,,1800
2023-10-01,2300,3500,
2023-09-30,2200,,3100
2023-09-29,2300,,2200
2023-09-29,2100,2300,
2023-09-27,2400,2500,
2023-09-26,2400,2800,
2023-09-25,2400,3100,
2023-09-24,2300,,2100
2023-10-31,2700,,2200
2023-10-30,2300,,1800
2023-10-30,2400,3100,
2023-10-29,2700,,2000
2023-10-29,2600,2800,
2023-10-28,2400,,2100
2023-10-28,2300,1700,
2023-10-27,2200,,1800
2023-10-27,2100,2500,
2023-10-26,2200,,2000
2023-10-26,2300,2600,
2023-10-25,2400,,2000
2023-10-24,2300,2700,
2023-10-23,2300,,2000
2023-10-23,2300,2400,
2023-10-22,2300,,1800
2023-10-22,2100,2400,
2023-10-21,2200,,1700
2023-10-21,2100,2200,
2023-10-20,2200,,2100
2023-10-20,2200,2300,
2023-10-19,2200,,1900
2023-10-19,2300,2800,
2023-10-18,2300,,1800
2023-10-18,2500,2800,
2023-10-17,2400,,2100
2023-10-17,2600,2800,
2023-10-16,2300,,1800
2023-10-15,2100,,1700
2023-10-15,2000,2300,
2023-10-14,2100,,1800
2023-10-14,2300,2800,
2023-10-13,2400,,1900
2023-10-13,2400,4100,
2023-10-12,2800,,1900
2023-10-11,2300,,1900
2023-10-11,2300,,1900
2023-10-11,2300,2500,
2023-10-10,2400,,2000
2023-10-09,2500,,1700
2023-10-09,2500,2900,
2023-10-08,2400,,2200
2023-10-08,2600,3400,
2023-10-07,2600,,2100
2023-10-06,2300,,1800
2023-10-06,2400,2500,
2023-10-04,2400,,1900
2023-10-04,2300,2100,
2023-10-03,2100,,2000
2023-10-03,2100,2400,
2023-10-02,2200,,1900
2023-10-02,2200,2400,
2023-10-01,2000,,1800
2023-10-01,2300,3500,
2023-09-30,2200,,3100
2023-09-29,2300,,2200
2023-09-29,2100,2300,
2023-09-27,2400,2500,
2023-09-26,2400,2800,
2023-09-25,2400,3100,
2023-09-24,2300,,2100
2023-08-18,2300,,1900
2023-08-18,2100,2600,
2023-08-17,2200,,2100
2023-08-17,2100,2500,
2023-08-16,2200,,2100
2023-08-16,2100,2500,
2023-08-15,2000,,2000
2023-08-15,2000,2000,
2023-08-14,2000,,2000
2023-08-14,2200,2500,
2023-08-13,2400,,2200
2023-08-13,2300,2800,
2023-08-12,2300,,2100
2023-08-12,2300,2800,
2023-08-11,2500,,2100
2023-08-11,2300,2800,
2023-08-10,2300,,2100
2023-08-09,2000,2400,
2023-08-09,2000,,1900
2023-08-09,2200,2700,
2023-08-08,2400,,2300
2023-08-08,2100,3500,
2023-08-07,2200,2900,
2023-08-06,2300,,2000
2023-08-06,2400,2900,
2023-08-05,2200,,2100
2023-08-05,2400,3100,
2023-08-04,2500,,2100
2023-08-04,2200,3200,
2023-08-03,2000,,1900
2023-08-02,2200,2800,
2023-08-01,2200,,2000
2023-08-01,2000,2700,
2023-07-31,2100,,1900
2023-07-31,2000,2500,
2023-07-30,2000,,1800
2023-07-30,2000,2400,
2023-07-29,2100,,2000
2023-07-28,2400,3100,
2023-07-27,2400,,2200
2023-07-27,2200,2700,
2023-07-26,2200,,2100
2023-07-26,2100,2900,
2023-07-25,2200,2000,
2023-07-25,2300,3100,
2023-07-24,2200,,2000
2023-07-28,2000,2500,
2023-07-22,2200,,1900
2023-07-22,2100,2600,
2023-07-21,2100,,1900
2023-07-21,2000,2100,
2023-07-20,1900,,1900
2023-07-20,1800,2200,
2023-07-19,2100,,2000
2023-07-18,2300,2700,
2023-07-17,2300,,1900
2023-07-17,2100,3000,
2023-07-16,2000,,1800
2023-07-16,2000,2800,
2023-07-15,2100,,1800
2023-07-15,2000,2500,
2023-07-14,2100,,2000
2023-07-13,2300,2800,
2023-07-12,2300,,2200
2023-07-12,2300,2700,
2023-07-11,2300,,2100
2023-07-11,2200,2600,
2023-07-10,2100,,2000
2023-07-10,2200,2600,
2023-07-09,2300,,2200
2023-07-09,2600,3400,
2023-07-08,2100,,1900
2023-07-07,2100,,1900
2023-07-06,2100,2900,
2023-07-05,2000,,1800
2023-07-05,1900,2400,
2023-07-04,1900,,1800
2023-07-04,2200,2600,
2023-07-03,2000,,2000
2023-07-03,2100,2600,
2023-07-02,2200,,2000
2023-07-02,2100,2800,
2023-07-01,2100,,1900
2023-06-30,2300,3300,
2023-06-29,2500,,2200
2023-06-29,2300,3300,
2023-06-28,2200,,1900
2023-06-27,2300,3100,
2023-06-26,2200,,2000
2023-06-26,2200,2800,
2023-06-24,2200,2700,
2023-06-23,2100,,2000
2023-06-23,2200,3000,
2023-06-22,2300,,1900
2023-06-22,2200,3000,
2023-06-21,2300,,2000
2023-06-21,2200,3000,
2023-06-20,2200,,1900
2023-06-20,2200,2800,
2023-06-19,2100,,2000
2023-06-19,2200,2800,
2023-06-18,2200,,2000
2023-06-18,2100,2500,
2023-06-17,2200,,2100
2023-06-17,2300,2700,
2023-06-16,2400,,2300
2023-06-16,2400,2700,
2023-06-15,2400,,2300
2023-06-15,2300,2600,
2023-06-14,2400,,2300
2023-06-14,2400,2800,
2023-06-13,2400,,2300
2023-06-13,2400,3200,
2023-06-12,2500,,2100
2023-06-12,2500,3300,
2023-06-11,2300,,2100
2023-06-11,2500,3300,
2023-06-10,2200,,2000
2023-06-10,2300,3100,
2023-06-09,2200,,2000
2023-06-09,2300,3000,
2023-06-08,2200,,2000
2023-06-08,2300,3000,
2023-06-07,2200,,2000
2023-06-07,2300,3100,
2023-06-07,2300,3100,
2023-06-06,2200,,2100
2023-06-06,2300,3300,
2023-06-05,2200,,2000
2023-06-05,2300,3100,
2023-06-04,2200,,2000
2023-06-04,2200,3000,
2023-06-03,2300,3200,
2023-06-02,2300,,2100
2023-06-02,2200,2500,
2023-06-01,2200,,2000
2023-06-01,2100,2200,
2023-05-31,2100,,2100
2023-05-30,2100,2400,
2023-05-29,2200,,2100
2023-05-29,2400,3200,
2023-05-28,2400,,2200
2023-05-28,2400,3200,
2023-05-27,2300,,2100
2023-05-27,2400,2800,
2023-05-26,2500,,2200
2023-05-26,2400,3100,
2023-05-25,2500,,2200
2023-05-23,2400,,2100
2023-05-23,2300,3000,
2023-05-22,2300,,2000
2023-05-21,2300,,2000
2023-05-21,2300,3000,
2023-05-20,2100,,2000
2023-05-20,2300,3100,
2023-05-19,2300,,2100
2023-05-18,2200,2500,
2023-05-17,2300,,2200
2023-05-17,2300,3000,
2023-05-16,2200,,2000
2023-05-16,2300,3100,
2023-05-15,2300,3100,
2023-05-14,2200,,2000
2023-05-14,2200,2800,
2023-05-13,2000,,1900
2023-05-12,2300,2400,
2023-05-11,2200,,2100
2023-05-11,,2700,
2023-05-10,2400,,2400
2023-05-10,2500,2900,
2023-05-09,2500,,2300
2023-05-09,2500,3100,
2023-05-08,2600,,2300
2023-05-07,2500,3200,
2023-05-06,2600,,2400
2023-05-06,2500,3300,
2023-05-05,2500,,2400
2023-05-05,2500,3200,
2023-05-04,2500,,2300
2023-05-04,2500,3200,
2023-05-03,2600,,2300
2023-05-03,2500,3200,
2023-05-02,2500,,2300
2023-05-01,2400,3100,
2023-04-30,2500,,2300
2023-04-30,2400,2700,
2023-04-29,2400,,2100
2023-04-27,3200,3100,
2023-04-27,2500,2900,
2023-04-26,2500,,2200
2023-04-26,2500,3100,
2023-04-25,2500,,2200
2023-04-25,2600,3400,
2023-04-24,2400,,2200
2023-04-24,2400,3100,
2023-04-23,2500,,2300
2023-04-23,2400,3100,
2023-04-22,2400,,2200
2023-04-22,2500,3200,
2023-04-21,2400,,2200
2023-04-21,2400,3000,
2023-04-20,2600,,2400
2023-04-20,2500,2700,
2023-04-19,2500,,2400
2023-04-19,2700,2900,
2023-04-18,2600,,2500
2023-04-18,2600,3300,
2023-04-17,2600,,2300
2023-04-15,2600,,2400
2023-04-15,2500,3200,
2023-04-14,2600,,2400
2023-04-14,2700,3300,
2023-04-13,2600,,2300
2023-04-13,2500,2700,
2023-04-11,2500,3100,
2023-04-10,2400,,2200
2023-04-10,2300,2500,
2023-04-09,2500,,2300
2023-04-09,2400,2600,
2023-04-08,2600,,2300
2023-04-08,2600,2800,
2023-04-07,2700,,2500
2023-04-06,2700,,2600
2023-04-05,2600,3100,
2023-04-04,2600,,2300
2023-04-04,2500,2900,
2023-04-03,2500,,2300
2023-04-03,2400,2700,
2023-04-02,2600,,2400
2023-04-02,2800,3300,
2023-04-01,2600,,2400
2023-03-31,2700,,2400
2023-03-31,2800,3200,
2023-03-30,2800,,2600
2023-03-30,2800,3100,
2023-03-29,2800,,2500
2023-03-29,2700,2900,
2023-03-28,2700,,2300
2023-03-27,2800,,2500
2023-03-27,2800,3200,
2023-03-26,2800,,2600
2023-03-26,2900,3400,
2023-03-25,2800,,2500
2023-03-25,2800,3400,
2023-03-24,2800,3400,
2023-03-23,2800,,2400
2023-03-22,2800,,2400
2023-03-22,2900,3400,
2023-03-21,2700,,2400
2023-03-21,2700,3000,
2023-03-20,2700,,2400
2023-03-20,2700,3100,
2023-03-19,2700,,2400
2023-03-19,2800,3100,
2023-03-18,2700,,2400
2023-03-17,2700,,2400
2023-03-17,2800,3100,
2023-03-16,2700,,2400
2023-03-16,2700,3000,
2023-03-15,2700,,2300
2023-03-15,2700,3000,
2023-03-14,2700,,2400
2023-03-14,2700,3000,
2023-03-13,2700,,2400
2023-03-13,2700,3000,
2023-03-12,2700,,2400
2023-03-12,2700,3000,
2023-03-11,2800,,2500
2023-03-11,2700,3100,
2023-03-10,2800,,2600
2023-03-10,2800,3200,
2023-03-09,2800,,2600
2023-03-09,2900,3100,
2023-03-08,2800,,2600
2023-03-08,2900,3200,
2023-03-07,2800,,2500
2023-03-07,2800,3100,
2023-03-06,2900,,2600
2023-03-06,3000,3200,
2023-03-05,2900,,2600
2023-03-05,2900,3400,
2023-03-04,2900,,2700
2023-03-04,3000,3100,
2023-03-03,2900,,2600
2023-03-03,2800,3300,
2023-03-02,2900,,2600
2023-03-02,2900,3200,
2023-03-01,2800,,2200
2023-03-01,2900,3300,
2023-02-28,2900,,2800
2023-02-28,2900,3400,
2023-02-27,2900,,2600
2023-02-26,2800,,2600
2023-02-26,2900,3100,
2023-02-25,2700,,2400
2023-02-25,2700,3000,
2023-02-24,2900,3200,
2023-02-23,2800,,2400
2023-02-23,2700,3200,
2023-02-22,2700,,2400
2023-02-21,2600,3000,
2023-02-20,2600,,2400
2023-02-20,2800,3200,
2023-02-19,2700,,2300
2023-02-19,2700,3100,
2023-02-18,2600,,2400
2023-02-18,2700,3000,
2023-02-17,2800,,2500
2023-02-17,2700,3000,
2023-02-16,2600,,2300
2023-02-16,2800,3000,
2023-02-15,2600,,2300
2023-02-15,2600,2900,
2023-02-14,2600,,2300
2023-02-14,2800,3100,
2023-02-13,2600,,2400
2023-02-13,2600,3300,
2023-02-12,2600,,2400
2023-02-12,2700,3100,
2023-02-11,2600,,2300
2023-02-11,2600,3100,
2023-02-10,2700,,2500
2023-02-10,2700,3000,
2023-02-09,2600,,2300
2023-02-09,2600,2900,
2023-02-08,2600,,2400
2023-02-07,2700,3200,
2023-02-06,2700,,2500
2023-02-06,2800,3200,
2023-02-05,2700,,2400
2023-02-05,2700,3000,
2023-02-04,2700,,2600
2023-02-04,2800,2900,
2023-02-03,2700,,2400
2023-02-03,2700,3000,
2023-02-02,2600,,2400
2023-02-02,2700,3000,
2023-02-01,2700,,2300
2023-02-01,2600,2900,
2023-01-31,2500,,2400
2023-01-31,2700,3100,
2023-01-30,2600,,2200
2023-01-30,2700,3000,
2023-01-29,2600,,2400
2023-01-29,2700,3000,
2023-01-28,2700,,2300
2023-01-28,2700,3000,
2023-01-27,2700,,2500
2023-01-27,2800,2850,
2023-01-26,2700,,2550
2023-01-26,2800,3200,
2023-01-25,2700,,2500
2023-01-25,2800,3000,
2023-01-24,2700,,2300
2023-01-24,2700,2900,
2023-01-23,2600,,2400
2023-01-23,2700,2900,
2023-01-22,2700,,2300
2023-01-22,2800,3100,
2023-01-21,2500,,2400
2023-01-20,2600,,2300
2023-01-20,2600,2900,
2023-01-19,2700,,2500
2023-01-19,2800,3000,
2023-01-18,2700,,2400
2023-01-18,2700,3100,
2023-01-17,2800,,2500
2023-01-17,2900,3000,
2023-01-16,2700,,2400
2023-01-16,2900,3200,
2023-01-15,2800,,2600
2023-01-15,2900,2900,
2023-01-14,2800,,2700
2023-01-14,2800,2800,
2023-01-13,2800,2900,
2023-01-12,2600,,2300
2023-01-12,2700,2800,
2023-01-11,2600,,2200
2023-01-11,2600,2800,
2023-01-10,2400,,2200
2023-01-10,2500,2600,
2023-01-09,2500,,2100
2023-01-09,2200,2400,
2023-01-08,2200,,1900
2023-01-08,2200,2100,
2023-01-07,2400,,1900
2023-01-07,2100,2300,
2023-01-06,2300,,2200
2023-01-06,2400,2400,
2023-01-05,2500,,2400
2023-01-04,2500,3000,
2023-01-03,2600,,2200
2023-01-03,2500,2800,
2023-01-02,2500,,2200
2023-01-02,2500,2800,
2023-01-01,2700,,2200
2023-01-01,2400,2600,
2022-12-31,2400,,2000
2022-12-30,2400,,2200
2022-12-30,2500,2700,
2022-12-29,2500,,2100
2022-12-29,2500,2800,
2022-12-28,2600,,2100
2022-12-28,2500,2600,
2022-12-27,2400,,2100
2022-12-27,2500,2500,
2022-12-26,2500,,1900
2022-12-26,2500,,1900
2022-12-25,2400,2500,
2022-12-24,2500,2700,
2022-12-23,2600,,2000
2022-12-23,2500,2800,
2022-12-22,2500,,2100
2022-12-22,2400,2400,
2022-12-21,2500,,2100
2022-12-21,2200,2300,
2022-12-20,2300,,2000
2022-12-20,2300,2500,
2022-12-19,2400,,2200
2022-12-19,2400,2700,
2022-12-18,2500,,2300
2022-12-18,2500,2800,
2022-12-17,2500,,2300
2022-12-17,2400,2800,
2022-12-16,2700,,2200
2022-12-16,2500,2700,
2022-12-15,2500,,2200
2022-12-15,2500,2900,
2022-12-14,2700,,2200
2022-12-14,2300,2700,
2022-12-13,2700,,2600
2022-12-12,2500,3000,
2022-12-11,2500,,2400
2022-12-11,2400,2800,
2022-12-10,2700,,2100
2022-12-09,2500,,2200
2022-12-08,2400,2600,
2022-12-07,2500,,2100
2022-12-07,2300,2500,
2022-12-06,2400,,2100
2022-12-06,2100,2400,
2022-12-05,2500,,1900
2022-12-04,2400,,1900
2022-12-04,2200,2400,
2022-12-03,2500,,1900
2022-12-03,2200,2400,
2022-12-02,2400,,1800
2022-12-02,2200,2500,
2022-12-01,2500,,2000
2022-11-30,2500,,2200
2022-11-30,2400,2500,
2022-11-29,2800,,2200
2022-11-28,2500,2700,
2022-11-27,2400,,2100
2022-11-27,2500,2900,
2022-11-26,2700,,2200
2022-11-26,2300,2700,
2022-11-25,2500,,2100
2022-11-25,2400,2400,
2022-11-24,2300,,1900
2022-11-24,2200,2600,
2022-11-23,2700,,2100
2022-11-23,2400,2700,
2022-11-22,2700,,2200
2022-11-22,2400,2800,
2022-11-21,2700,,2200
2022-11-21,2300,2700,
2022-11-20,2700,,2100
2022-11-19,2500,,2100
2022-11-19,2400,2800,
2022-11-18,2700,,2200
2022-11-18,2400,2900,
2022-11-17,2600,,2200
2022-11-17,2500,2600,
2022-11-16,2300,,2300
2022-11-16,2500,3100,
2022-11-15,3000,,2300
2022-11-15,2600,2600,
2022-11-14,2600,,2400
2022-11-14,2500,3000,
2022-11-13,2700,,2200
2022-11-13,2500,2900,
2022-11-12,2600,,2200
2022-11-11,2500,,2200
2022-11-11,2300,2800,
2022-11-10,2600,,2200
2022-11-10,2400,2600,
2022-11-09,2300,,2000
2022-11-09,2000,2200,
2022-11-08,2200,,1900
2022-11-08,2000,2200,
2022-11-07,2200,,1900
2022-11-07,2200,2700,
2022-11-06,2500,,1900
2022-11-06,2100,2100,
2022-11-05,2400,,1800
2022-11-05,2000,2400,
2022-11-04,1900,,2300
2022-11-03,2100,2100,
2022-11-02,2100,,1800
2022-11-02,2100,2500,
2022-11-01,2500,,2300
2022-11-01,2400,2700,
2022-10-31,3100,,2500
2022-10-31,2700,2900,
2022-10-30,2600,,2400
2022-10-30,2800,2800,
2022-07-31,,,2100
2022-05-17,2200,2400,
2022-05-23,2100,,2200
2022-05-23,2000,2100,
2022-05-22,2200,,2100
2022-05-22,1900,2200,
2022-05-05,2400,,2200
2022-05-05,2500,3200,
2022-05-04,2600,,2600
2022-05-04,2500,3100,
2022-05-03,2500,3100,
2022-05-03,2500,,2300
2022-05-03,2400,2900,
2022-05-02,2500,,2400
2022-05-02,2400,2900,
2022-05-01,2400,,1900
2022-04-30,2300,,2300
2022-04-30,2500,2800,
2022-04-29,2600,,2300
2022-04-29,2500,3100,
2022-04-28,2600,,1700
2022-04-28,2400,3100,
2022-04-27,2600,,2100
2022-04-26,2400,3100,
2022-04-27,2400,3100,
2022-04-26,2300,,2600
2022-04-26,2300,3000,
2022-04-25,2400,,2200
2022-04-25,2400,2900,
2022-04-24,2500,,2400
2022-04-24,2500,2600,
2022-04-23,2600,,2200
2022-04-23,2300,2800,
2022-04-22,2200,,1900
2022-04-22,2300,2700,
2022-04-21,2400,,2200
2022-04-21,2400,,2200
2022-04-21,2300,2500,
2022-04-20,2400,,1900
2022-04-20,2200,2800,
2022-04-19,2300,,2000
2022-04-19,2200,2700,
2022-04-18,2300,,2000
2022-04-18,2200,2400,
2022-04-17,2220,,1900
2022-04-17,2200,2500,
2022-04-16,2100,,2100
2022-04-16,2200,2500,
2022-04-15,2300,,2000
2022-04-15,2200,3100,
2022-04-14,2300,,2700
2022-04-14,2600,3100,
2022-04-13,2600,,2300
2022-04-13,2500,3200,
2022-04-12,2600,,2300
2022-04-11,2400,3000,
2022-04-10,2500,,2400
2022-04-10,2500,3000,
2022-04-09,2400,,2200
2022-04-09,2400,3100,
2022-04-08,2500,,2200
2022-04-08,2400,2700,
2022-04-07,2400,,2300
2022-04-07,2400,2700,
2022-04-06,2500,,2300
2022-04-06,2450,2800,
2022-04-05,2500,,2400
2022-04-05,2500,3100,
2022-04-04,2400,,2200
2022-04-04,2500,3000,
2022-04-03,2600,,2300
2022-04-03,2400,2700,
2022-04-02,2300,,2200
2022-04-02,2400,2500,
2022-04-01,2300,,2100
2022-04-01,2500,2700,
2022-03-31,2500,,2100
2022-03-31,2500,3400,
2022-03-30,2600,,2400
2022-03-30,2500,2900,
2022-03-29,2500,,2400
2022-03-29,2500,3000,
2022-03-28,2600,,2300
2022-03-28,2600,,2300
2022-03-28,2400,3000,
2022-03-27,2700,,2400
2022-03-27,2600,3500,
2022-03-26,2800,,2400
2022-03-26,2500,3500,
2022-03-25,3000,,2300
2022-03-25,2350,3450,
2022-03-24,2700,,2100
2022-03-23,2500,,2200
2022-03-23,2400,3200,
2022-03-22,2500,,2100
2022-03-22,2250,2700,
2022-03-21,2300,,2100
2022-03-20,2700,,2500
2022-03-20,2700,3500,
2022-03-19,3000,,2400
2022-03-19,2700,3600,
2022-03-18,2800,,2400
2022-03-18,2600,3400,
2022-03-17,2700,,2400
2022-03-17,2700,3500,
2022-03-16,2900,,2500
2022-03-16,2550,3300,
2022-03-11,2300,3300,
2022-03-15,2700,,2400
2022-03-15,2500,3200,
2022-03-14,2700,,2500
2022-03-14,2500,3200,
2022-03-13,2700,,2300
2022-03-13,2400,3000,
2022-03-12,2550,,2300
2022-03-12,2400,3200,
2022-03-11,2700,,2100
2022-03-10,2700,,2200
2022-03-09,2700,,2300
2022-03-09,2300,3200,
2022-03-08,2600,,2200
2022-03-08,2400,3300,
2022-03-07,2600,,2200
2022-03-07,2400,3400,
2022-03-06,2600,,2200
2022-03-06,2400,3200,
2022-03-05,2500,2800,
2022-03-04,2400,,2200
2022-03-04,2350,3300,
